dataset	window	paa	alphabet	approximation	rules	gr_size	frequency	cover	coverage	pruned_rules	pruned_gr_size	pruned_frequency	pruned_cover	pruned_coverage
winding_col	30	12	3	0.4489311134700569	316	25992	17	0.9952	12.794	34	21144	17	0.9952	1.9388
winding_col	30	12	4	0.40666324844142265	282	30480	9	0.9824	9.2388	46	25920	5	0.9824	1.4936
winding_col	30	12	5	0.36227820717139353	231	30124	18	0.9756	6.9808	49	26516	18	0.9756	1.6172
winding_col	30	12	6	0.32174067023875874	221	30376	13	0.9576	7.1456	46	27048	13	0.9576	1.664
winding_col	30	12	7	0.29466294458936515	216	30832	9	0.9492	6.4764	54	27768	5	0.9492	1.5664
winding_col	30	12	8	0.27773151162567633	161	30332	4	0.9108	4.5184	52	28188	4	0.9108	1.494
winding_col	30	12	9	0.2666449997776685	145	30308	3	0.8768	3.7672	51	28428	3	0.8768	1.3088
winding_col	30	12	10	0.2586013179172161	84	29524	4	0.7504	2.1492	46	28636	4	0.7504	1.192
winding_col	30	12	12	0.2434523207079538	63	29320	3	0.714	1.6372	41	28848	3	0.714	1.0596
winding_col	30	14	2	0.5169357495639507	235	22964	35	1.0	16.1516	30	19534	35	1.0	1.9628
winding_col	30	14	3	0.43008481501433393	297	32456	14	0.9912	12.4464	37	27326	14	0.9912	1.6596
winding_col	30	14	4	0.3882308235383771	258	35440	6	0.9948	7.7836	47	30662	6	0.9948	1.4788
winding_col	30	14	5	0.3436190339967591	188	34556	16	0.9272	5.74	50	31562	16	0.9272	1.714
winding_col	30	14	6	0.3022896054051347	181	34686	15	0.9572	5.746	47	31834	15	0.9572	1.6308
winding_col	30	14	7	0.27572237968423674	181	35582	6	0.9264	4.9596	51	32742	6	0.9264	1.478
winding_col	30	14	8	0.2585438329237707	121	34340	4	0.9016	3.314	56	32780	4	0.9016	1.5048
winding_col	30	14	9	0.24730604812397247	88	34372	4	0.7292	2.242	44	33360	4	0.7292	1.1176
winding_col	30	14	10	0.23928713238479005	69	34366	3	0.6744	1.7492	39	33646	3	0.6744	0.9876
winding_col	30	14	12	0.22388364134943334	48	34258	4	0.5568	1.238	29	33746	4	0.5568	0.7652
winding_col	30	16	2	0.5060991872167188	259	28128	28	0.9976	16.4604	21	23416	28	0.9976	1.7784
winding_col	30	16	3	0.418361612937821	315	38092	13	0.98	11.7368	36	31768	13	0.98	1.69
winding_col	30	16	4	0.3763334320923125	223	40328	5	0.934	6.3204	54	36048	4	0.934	1.4824
winding_col	30	16	5	0.3324259717891827	148	39104	10	0.9196	4.2068	52	36572	8	0.9196	1.468
winding_col	30	16	6	0.291183316457659	162	39736	10	0.9504	4.8568	48	36976	10	0.9504	1.5404
winding_col	30	16	7	0.2638840214076264	150	40032	4	0.8776	4.13	52	37580	4	0.8776	1.4192
winding_col	30	16	8	0.24585059144077348	92	39052	3	0.7552	2.4292	47	37924	3	0.7552	1.2376
winding_col	30	16	9	0.23473606448622938	57	39184	3	0.5924	1.4356	35	38552	3	0.5924	0.8852
winding_col	30	16	10	0.22679948892808183	34	39152	3	0.4856	0.8504	23	38824	3	0.4856	0.576
winding_col	30	16	12	0.21208795286084442	29	39196	2	0.396	0.6976	22	38984	2	0.396	0.5232
winding_col	30	18	2	0.49486985113524196	266	32700	28	0.9996	16.8744	21	27436	25	0.9996	2.0644
winding_col	30	18	3	0.4066690319272394	327	44686	16	0.9912	11.7916	44	37424	16	0.9912	1.7692
winding_col	30	18	4	0.3643987034684425	216	45486	7	0.9508	6.1672	52	40716	5	0.9508	1.4808
winding_col	30	18	5	0.3201429998534309	117	43468	12	0.842	3.4688	45	41254	12	0.842	1.3748
winding_col	30	18	6	0.27893965089650213	123	44100	8	0.8904	3.4276	55	41960	4	0.8904	1.4328
winding_col	30	18	7	0.25207762095723485	113	43970	5	0.8548	3.0772	53	42188	5	0.8548	1.4828
winding_col	30	18	8	0.23347699132228467	68	43998	3	0.5976	1.794	37	43036	3	0.5976	0.9656
winding_col	30	18	9	0.2221498745082273	40	43830	3	0.5776	0.986	31	43548	3	0.5776	0.7588
winding_col	30	18	10	0.21428734708825323	32	44024	3	0.4656	0.7884	23	43700	3	0.4656	0.5652
winding_col	30	18	12	0.1986299561001212	10	44382	2	0.1428	0.2248	7	44274	2	0.1428	0.1504
