ann_gun_CentroidA1.txt	120	4	2	23	62	1.0	8	58	1.0
ann_gun_CentroidA1.txt	120	4	4	140	61	1.0	25	61	1.0
ann_gun_CentroidA1.txt	120	4	6	180	71	1.0	26	71	1.0
ann_gun_CentroidA1.txt	120	4	8	276	52	0.9998222380232868	18	52	0.9998222380232868
ann_gun_CentroidA1.txt	120	4	10	374	59	1.0	46	50	1.0
ann_gun_CentroidA1.txt	120	8	2	72	58	1.0	11	58	1.0
ann_gun_CentroidA1.txt	120	8	4	323	55	0.9868456137232247	18	55	0.9868456137232247
ann_gun_CentroidA1.txt	120	8	6	381	64	0.9525375522175806	13	64	0.9525375522175806
ann_gun_CentroidA1.txt	120	8	8	631	34	0.970491511865612	23	34	0.970491511865612
ann_gun_CentroidA1.txt	120	8	10	683	57	0.9413385476846503	21	57	0.9413385476846503
ann_gun_CentroidA1.txt	120	12	2	60	70	0.9945782597102479	10	63	0.9945782597102479
ann_gun_CentroidA1.txt	120	12	4	450	63	0.9521820282641543	22	63	0.9521820282641543
ann_gun_CentroidA1.txt	120	12	6	622	54	0.9520931472757977	21	54	0.9520931472757977
ann_gun_CentroidA1.txt	120	12	8	712	30	0.9305839480935028	35	30	0.9305839480935028
ann_gun_CentroidA1.txt	120	12	10	678	20	0.9166296329215181	35	20	0.9166296329215181
ann_gun_CentroidA1.txt	120	16	2	129	70	0.9963558794773798	12	70	0.9963558794773798
ann_gun_CentroidA1.txt	120	16	4	500	48	0.9372500222202471	21	48	0.9372500222202471
ann_gun_CentroidA1.txt	120	16	6	730	31	0.9404497378010843	25	31	0.9404497378010843
ann_gun_CentroidA1.txt	120	16	8	583	27	0.8833881432761532	36	27	0.8833881432761532
ann_gun_CentroidA1.txt	120	16	10	532	20	0.9058750333303707	41	20	0.9058750333303707
ann_gun_CentroidA1.txt	120	20	2	130	70	0.9925339969780465	16	70	0.9925339969780465
ann_gun_CentroidA1.txt	120	20	4	498	56	0.9340503066394098	25	56	0.9340503066394098
ann_gun_CentroidA1.txt	120	20	6	722	34	0.9157408230379522	31	34	0.9157408230379522
ann_gun_CentroidA1.txt	120	20	8	447	17	0.8842769531597191	46	17	0.8842769531597191
ann_gun_CentroidA1.txt	120	20	10	383	15	0.8674784463603236	48	15	0.8674784463603236
ann_gun_CentroidA1.txt	120	24	2	153	69	0.9925339969780465	16	69	0.9925339969780465
ann_gun_CentroidA1.txt	120	24	4	517	39	0.930317305128433	33	39	0.930317305128433
ann_gun_CentroidA1.txt	120	24	6	731	43	0.9122744644920452	27	43	0.9122744644920452
ann_gun_CentroidA1.txt	120	24	8	328	24	0.857612656652742	46	24	0.857612656652742
ann_gun_CentroidA1.txt	120	24	10	291	11	0.8507688205492845	55	11	0.8507688205492845
ann_gun_CentroidA1.txt	180	4	2	38	69	0.998044618256155	5	69	0.998044618256155
ann_gun_CentroidA1.txt	180	4	4	122	62	0.9990223091280775	11	62	0.9990223091280775
ann_gun_CentroidA1.txt	180	4	6	167	62	0.987645542618434	10	61	0.987645542618434
ann_gun_CentroidA1.txt	180	4	8	266	62	1.0	12	60	1.0
ann_gun_CentroidA1.txt	180	4	10	352	33	1.0	25	32	1.0
ann_gun_CentroidA1.txt	180	8	2	48	58	1.0	9	58	1.0
ann_gun_CentroidA1.txt	180	8	4	317	40	0.9766243000622167	17	40	0.9766243000622167
ann_gun_CentroidA1.txt	180	8	6	434	38	0.9552039818682784	14	38	0.9552039818682784
ann_gun_CentroidA1.txt	180	8	8	553	34	0.9526264332059372	22	34	0.9526264332059372
ann_gun_CentroidA1.txt	180	8	10	630	16	0.947915740823038	29	15	0.947915740823038
ann_gun_CentroidA1.txt	180	12	2	113	58	0.9976002133143721	10	58	0.9976002133143721
ann_gun_CentroidA1.txt	180	12	4	408	32	0.9464936450093325	21	32	0.9464936450093325
